,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,posts.csv,postID,authorID,published,title,content,labels,replies,date,year,titleCount,contentCount,wpsCount,me,polarity,cutContent,cutme,cutpolarity
1919,85750,272695,648725,648725,648725,1.7031850065056123e+18,5.509526127699579e+17,17560069880541227787,2013-11-24T21:02:00-02:00,~ uma carta para G. ,"   Para G,  há quanto tempo! como você está? presumo que esteja bem...como bem te conheço, apesar dos dramas e das pequenas reclamações, não tenho duvidas de que você está desfrutando de um excelente e desafiador dia-a-dia. resolvi escrever esta carta para dizer como estou. o que sinto. afinal, quanto tempo já se passou desde a última vez que te vi? a saudade é tanta que me perco nas memórias. entretanto recordo de uma visita a minha casa em Manaus. Como sempre vocÊ veio fugida. Em segredo. Trocamos ideias, sinais, sorrisos tímidos. Tão tímidos que mal conseguíamos falar. Depois desse dia nunca mais te vi. Nunca mais tive notícias suas. É engraçado analisar como a vida dá voltas-voltas-voltas. A saudade é tanta que dói. Ela percorre todo o meu ser, amplia-se pelo âmago da minha vida...Faz um eco tão forte...E dói. Hoje acordei com esta nostalgia louca. Tão intensa que não consegui sair da cama. Permaneci por de baixo dos lençóis recordando as mais diversas peripécias.São tantas que me pouparei de tentar listar. Depois daquele dia nunca mais nos falamos. Não trocamos ideia, não nos telefonamos, deixamos de responder mensagens. Perdemo-nos no vazio da lembrança. Sempre me pergunto se você também sente tudo isso. Você sente, G? Você sente saudade? Ela também dói em você? Você tem vontade de desafiar as barreiras da vida e me ligar? Ou será que assim como eu vocÊ tem medo da indiferença? Inúmeras vezes, sóbrio ou bêbado, peguei o telefone e digitei o seu número. Entretanto não pude ligar. Me parece que é algo mais forte. Não consigo explicar muito bem. Mas sabe G, eu estou bem. Muito bem. Tão bem que até fico assustado. É uma felicidade mesclada com cansaço diário. Mas não deixa de ser felicidade. Em diversos momentos visualizei você me acompanhando em momentos cruciais. Este ano foram várias. Todos seguidos de incontáveis vitórias. Até eu me assusto com o quanto cresci. Como amadureci depois de tanto tempo. A vida acadêmica é uma loucura. Os sonhos se reconstroem a todos os momentos. E a certeza que tenho é de que estou no lugar no certo. Caminhando sempre com desafios maiores. E você me conhece né? A adrenalina dos desafios me impulsiona cada vez mais. É algo tão forte que nem acredito que cheguei onde estou. E ainda falta muita coisa, G. Queria que vocÊ pudesse me ver, escondidinha, sem que eu soubesse. Essa vida de gente grande é um sarro. Tão cheia de altos e baixos.  E fico admirado que consigo administrar contas, estudos, estágio e tantas coisas. Acho que vocÊ iria sentir orgulho. Pelo menos um pouco. Nesses últimos tempos viajei tanto. Apresentando pesquisas, compartilhando sinais com tantas pessoas. Estou conhecendo novos mundos e me inserindo, aos poucos, em diversos lugares. Aaah G...como eu queria que você pudesse me acompanhar. Sabe, conheci tantas pessoas maravilhosas. Pessoas incríveis que estão aqui, ali, no JApão, nos EUA...Elas também me completam. Elas também fazem parte de mim. Eu também as amo. É incrível pensar como tem gente neste mundo que pode agregar tanta coisa, né? Esses dias atrás meu pai fez uma surpresa e apareceu por aqui, acredita? Duas pessoas especiais o conheceram. As vezes nem sei se elas sabem o quanto elas são especiais pra mim. Elas também fazem parte do que sou, G. Eu as amo tanto, G. Elas fazem com que eu não perca o chão nesta loucura. Ah G, não sinta ciúmes. Elas são lindas. Você iria adorar conhecê-las. Quem sabe um dia? Bem, G...Acho que escrevi demais. Mas escrevi pra te dizer que nunca parei de pensar em você. Nunca. Nem sequer um momento. Eu sei que esta carta parece uma carta feita para alguém que já partiu desta existência. Eu sei que você está viva, feliz e bem. Todavia, você partiu da minha vida. Da minha zona de conforto. Dói muito não poder te ouvir, não poder sentar no chão e ouvir você cantar...Lembra quando você tentava me ensinar a cantar? Lembra quando você compunha? E eu era o fã número um. Aquele que gravava, ouvia, compartilhava. Ai ai G. São tantas coisas que irei parar por aqui. Espero que um dia você possa ler isto. Espero que um dia possamos trocar mais uma vez um abraço caloroso. Um beijo longo. G, não pense que estou triste, ok? A saudade dói em mim, é uma dor tão dolorida que tenho vontade de chorar. Mas nunca consegui. O choro fica preso. POrque no fundo eu sei que não é por muito tempo que toda essa dor-saudade-distância vai ficar entre nós. Gosto de acreditar que um dia vou poder ouvir você mais uma vez. Vamos poder andar de carro até altas horas rindo, cantando, sem nada que nada nos impeça. G, eu estou muito bem. E daqui eu acredito fielmente que você também. Um dia me manda algo. Para eu saber se posso adentrar a sua vida mais uma vez. Tá bom? Estarei esperando. MEsmo que demore. Não tenho pressa. Tenho um amor tão grande e sem fim que me acalma. Fique bem. Tá bom? Amo você.  Mesmo com os pesares,  para sempre seu, M.    marquinhos bueno.  24/11/2013    quem sabe um dia eu envio? rs... a vida dá tantas voltas e nestes momentos de saudade, escrevo.    ao som de: Dashboard Confessional - The best deceptions.  www.youtube.com/watch?v=xiqXGEV1Bms ","contos,minha literatura,minhas historinhas,saudade",1.0,2013-11-24 23:02:00,2013.0,4,909,7.2142857142857135,36.0,99.0,"['Me parece que é algo mais forte.', 'Elas são lindas.', 'entretanto recordo de uma visita a minha casa em Manaus.', 'E ainda falta muita coisa, G. Queria que vocÊ pudesse me ver, escondidinha, sem que eu soubesse.', 'a saudade é tanta que me perco nas memórias.']",4.0,6.0
2922,46599,149886,355531,355531,355531,1.384377282136745e+18,2.7533067699762e+18,17552040616593490149,2013-02-26T01:10:00-03:00,Sentada ao meu lado,"    Fonte:http://marytianega.blogspot.com.br/2012/04/te-quero-ao-meu-lado.html      Assim que entrei na sala de aula da Faculdade, percebi algo muito estranho logo de cara, o curso era de Tecnologia e mesmo que fosse cedo, já haviam pelo menos quatro mulheres na sala, uma surpresa de fato. Uma delas obviamente me chamou atenção logo de cara. Ela com um jeito particular de se vestir, mas com muita elegância me distraiu por toda aquela aula. Seus longos cabelos castanhos bem escuros, olhos também castanhos, seu jeito aparentemente tímido me cativou principalmente por acompanhar uma calmaria e confiança nata.    Inicialmente não me aproximei dela obviamente, contudo observei de longe a maneira como ela se portava na sala, e então pude ver uma pequena tatuagem no pulso esquerdo dela escrito “Abençoada”.  Das poucas vezes que tentei puxar assunto com ela, acabei me enrolando pra falar algumas coisas, mesmo porque tudo era novo, a sala, a faculdade, os amigos e principalmente ela.    O tempo passou e sempre que chegava na sala meus olhos a procuravam involuntariamente.   Tendo eu o hábito de ficar fantasiando as coisas e as pessoas, não poderia perder a oportunidade mas confesso que nunca pensei estar a altura dela de alguma maneira, e por isso minhas fantasias se limitavam em momentos na sala com ela.  Ela inteligente, simpática, objetiva e aparentemente determinada nas coisas que fazia, com uma voz firme e forte, mas sem perder a feminilidade própria, prendia meu olhar nas poucas vezes que a vi apresentar algum trabalho ou quanto falava próximo a mim.    Hoje durante a aula sentado ao seu lado, pude perceber mais uma vez a delicadeza em seus movimentos. Em alguns momentos me perdi olhando ela fazer as anotações dela sobre a matéria. A maneira como ela segurava firmemente a caneta, a delicadeza em fazer cada desenho, o olhar fixo dela para o caderno enquanto o cabelo solto dela levemente caído na face esquerda dela,  me trouxe um repentino palpitar.  Em um determinado momento em que a observava, vi a borracha dela cair, me esforcei em buscar o mais breve possível aquele objeto, pra que ela não tivesse esse trabalho. Quando lhe entreguei a borracha ela respondeu com um “obrigada” tão simpático que me senti um Don Juan fazendo uma serenata e recebendo um sorriso em reposta.    Fantasias e fantasias, mas quem sabe...     Trilha sonora:     Josie Charlwood - Dreams     ","Cotidiano,Pensamentos ao céu",0.0,2013-02-26 04:10:00,2013.0,4,397,18.904761904761905,15.0,29.0,"['Hoje durante a aula sentado ao seu lado, pude perceber mais uma vez a delicadeza em seus movimentos.', 'Ela inteligente, simpática, objetiva e aparentemente determinada nas coisas que fazia, com uma voz firme e forte, mas sem perder a feminilidade própria, prendia meu olhar nas poucas vezes que a vi apresentar algum trabalho ou quanto falava próximo a mim.', 'Uma delas obviamente me chamou atenção logo de cara.', '    Fonte:http://marytianega.blogspot.com.br/2012/04/te-quero-ao-meu-lado.html      Assim que entrei na sala de aula da Faculdade, percebi algo muito estranho logo de cara, o curso era de Tecnologia e mesmo que fosse cedo, já haviam pelo menos quatro mulheres na sala, uma surpresa de fato.', 'Em alguns momentos me perdi olhando ela fazer as anotações dela sobre a matéria.']",5.0,12.0
2377,63855,203733,483726,483726,483726,1.523765702813577e+18,1.015776390409824e+18,03996327731197137404,2011-04-17T15:45:00-03:00,É melhor parar.,"Acordei tarde, sinto meu corpo quebrado e tenho a sensação de que não  estou aproveitando as horas como deveria. Ia entrar na acadêmia, esse  lance de não estar bem com o corpo cria um monte de bobagens -com fundamento- na nossa cabeça. Vi meu ex ontem, falo com ele quando quero, quando tenho  paciência de monossílabas. Está sol hoje, pensei em ir a praia, mas ela  parece tão longe e só de pensar na volta, adia a ida. Existem milhões de  papéis rabiscados na minha mesa de cabeceira, com tantos lembretes que  esqueci de fazer um lembrando dos malditos lembretes. Tenho que  responder um email de uma grande amiga, ela vai fazer tudo diferente dos  meus conselhos, com todo aquele drama mexicano e psicológico que  adquirimos para sobreviver aos homens. Vou entrar no MSN quero falar com  alguém, pensando bem...aquele não, aquela não, nossa... essa aqui eu  não mereço, ta vai, vou por ocupado. Preciso me dedicar melhor ao meu  trabalho, preciso de uma pitada de insipração, novidade, e coragem de  aparecer após uma semana. Prometi a mim mesma que ia escrever alguns  capítulos da minha história, deixa pra lá, um dia talvez, quando me  couber talento, eu consiga. Preciso comprar roupas, obejtos, qualquer  coisa não sei porque mais comprar sempre melhoram as coisas. Vou ler  aquele livro, pensando bem melhor resolver os exercícios daquela  apostila, melhor estudar para prova... melhor parar de pensar, muito  bobagem junta deixa a cabeça rodando e no final a gente faz as mesmas  coisas no dia seguinte, inclusive, esperar o outro dia para prometer que  vai mudar. É, é melhor parar, ta ficando sem sentido e uma boboseira sem fim... pois é, é melhor parar, inclusive, de me questionar.","confissões,desilusão,Diário,sentimentos,textos",3.0,2011-04-17 18:45:00,2011.0,3,286,11.916666666666664,12.0,29.0,"['Prometi a mim mesma que ia escrever alguns  capítulos da minha história, deixa pra lá, um dia talvez, quando me  couber talento, eu consiga.', 'Acordei tarde, sinto meu corpo quebrado e tenho a sensação de que não  estou aproveitando as horas como deveria.', 'Está sol hoje, pensei em ir a praia, mas ela  parece tão longe e só de pensar na volta, adia a ida.', 'Existem milhões de  papéis rabiscados na minha mesa de cabeceira, com tantos lembretes que  esqueci de fazer um lembrando dos malditos lembretes.', 'Preciso me dedicar melhor ao meu  trabalho, preciso de uma pitada de insipração, novidade, e coragem de  aparecer após uma semana.']",8.0,11.0
918,84166,267770,637056,637056,637056,1.6902952822694264e+18,3.2740774695671444e+18,13567423235948385159,2009-05-11T10:33:00-03:00,Calendário de Junho,"Olá amiguinhas blogueiras...Saudades de todas vocês!!!! Venho primeiramente, me desculpar pela ausência, porque depois que as aulas começaram o tempo ficou curto, então, tenho passado poquíssimo por aqui e este ano, minha turminha tem sugado meu tempo quase todo... Meus alunos tem muitas dificuldades, então tenho me dedicado ao máximo.Resolvi antecipar o calendário de junho que fiz para minha turminha, espero que vocês gostem e não deixem de comentar... Assim que possível retribuirei o comentário de vocês. Um beijo e que vcs tenham uma ótima semana!!!!",Calendários,4.0,2009-05-11 13:33:00,2009.0,3,88,8.0,5.0,6.0,"['Venho primeiramente, me desculpar pela ausência, porque depois que as aulas começaram o tempo ficou curto, então, tenho passado poquíssimo por aqui e este ano, minha turminha tem sugado meu tempo quase todo... Meus alunos tem muitas dificuldades, então tenho me dedicado ao máximo.Resolvi antecipar o calendário de junho que fiz para minha turminha, espero que vocês gostem e não deixem de comentar... Assim que possível retribuirei o comentário de vocês.', 'Um beijo e que vcs tenham uma ótima semana!!!', 'Olá amiguinhas blogueiras...Saudades de todas vocês!!!!', '!']",5.0,6.0
2779,77059,245452,583493,583493,583493,1.6328765341969702e+18,4.0716285475578685e+18,14847433804777658951,2010-12-02T13:11:00-08:00,Não vai ser dessa vez.," Quase nada é como eu queria que fosse. Como eu sempre sonhava que fosse. Sou só mais um pontinho num universo mais que imenso. Não dá para ser notada assim. Nunca me destaquei no meio de uma multidão, nunca tive mais do que merecia, mas nunca reneguei meus princípios nem minha existência. Daí vem a vida, acompanhada do destino e da injustiça, achando que podem tudo, e acabam com minha pouca alegria, com minhas poucas esperanças. Desculpa vida, destino, injustiça ou seja lá mais quem for, mas não vai ser dessa vez que vocês conseguirão me derrubar. Por que vocês podem sim me derrubar, mas quem escolhe se vai levantar ou não sou eu. E eu escolhi me levantar, novamente.","minhas verdades,realidades,reflexões",3.0,2010-12-02 21:11:00,2010.0,5,120,13.333333333333336,12.0,10.0,"['Desculpa vida, destino, injustiça ou seja lá mais quem for, mas não vai ser dessa vez que vocês conseguirão me derrubar.', 'Não dá para ser notada assim.', 'Nunca me destaquei no meio de uma multidão, nunca tive mais do que merecia, mas nunca reneguei meus princípios nem minha existência.', 'Sou só mais um pontinho num universo mais que imenso.', 'E eu escolhi me levantar, novamente.']",6.0,4.0
2077,150841,481428,1142003,1142003,1142003,2.23503460444147e+18,5.559179881316878e+18,05125682820317063898,2014-01-16T20:10:00-03:00,De repente... 30!,"     Não sei o que seria de mim sem o apoio da minha família nos últimos trinta dias que antecederam os meus trinta anos....  Muitíssimo obrigada a todos, em especial a minha tia Tina, que largou tudo e se mudou para minha casa, cuidando muito bem de tudo e de todos.  Mil coisas para providenciar, a barriga pesando, o filho mais velho demandando muito, expectativas com a viagem, expectativas para a chegada da nossa caçulinha. Isso tudo sem falar na saudade e no vazio que ficou a casa sem Felipe, que tentávamos amenizar em inúmeras conversas por Skype. Assim passei pelo meu inferno astral!  A chegada de Maya, por diversos motivos, teve que ser programada. E, só para contrariar o que eu dizia a gravidez inteira - que ela poderia nascer qualquer dia menos no meu aniversário - o parto acabou sendo agendado para o dia 09/08/2013! Confesso que até hoje não tenho opinião formada sobre compartilhar a data de aniversário com a minha filha, mas esse foi certamente o melhor presente que eu poderia ter ganho!  Sempre brinquei dizendo que aos 30 anos encerrava a produção de filhos... Mas nunca imaginei que seria assim cravado, exatamente no dia dos meus 30 anos! (Eu não penso em ter mais que dois filhos... É um para cada mão!)  Felipe pôde voltar ao Brasil para assistir o nascimento de Maya, foi uma semana bem intensa física e emocionalmente!!!  Os dias que se seguiram passaram muito rápido para mim, era uma rotina incessante de cuidados, amamentação, troca de fraldas, banho, colocar para dormir, tudo isso em dose dupla (fora a amamentação, claro). Eu não sou de ficar quieta, assim,como na primeira gestação, não tive resguardo...  Em meados de setembro Felipe ainda precisou voltar ao Brasil mais uma para resolver questões relativas aos nossos vistos de residentes na República Dominicana, e assim que ele se foi programamos mudança e viagem... No começo de outubro a minha mudança foi empacotada e eu me mudei para a casa de minha avó materna, que me recebeu de braços abertos com todo amor e conforto possível no que ela chama de hotel sem estrelas e onde passei os últimos e saudosos dias na terrinha. ","Família,Mis dias en Caribe,Rotina",0.0,2014-01-16 23:10:00,2014.0,3,366,16.636363636363637,17.0,26.0,"['Mil coisas para providenciar, a barriga pesando, o filho mais velho demandando muito, expectativas com a viagem, expectativas para a chegada da nossa caçulinha.', 'Eu não sou de ficar quieta, assim,como na primeira gestação, não tive resguardo...  Em meados de setembro Felipe ainda precisou voltar ao Brasil mais uma para resolver questões relativas aos nossos vistos de residentes na República Dominicana, e assim que ele se foi programamos mudança e viagem... No começo de outubro a minha mudança foi empacotada e eu me mudei para a casa de minha avó materna, que me recebeu de braços abertos com todo amor e conforto possível no que ela chama de hotel sem estrelas e onde passei os últimos e saudosos dias na terrinha.', '(Eu não penso em ter mais que dois filhos... É um para cada mão!)', 'Confesso que até hoje não tenho opinião formada sobre compartilhar a data de aniversário com a minha filha, mas esse foi certamente o melhor presente que eu poderia ter ganho!', 'Os dias que se seguiram passaram muito rápido para mim, era uma rotina incessante de cuidados, amamentação, troca de fraldas, banho, colocar para dormir, tudo isso em dose dupla (fora a amamentação, claro).']",8.0,12.0
1855,52776,168779,399900,399900,399900,1.4324681221865723e+18,7.405037598944666e+18,15199708925102271815,2011-05-12T01:24:00-03:00,Esteja preparado ou seja um animal,"Vocês tem armamento ou pelo menos algo pra se defenderem consigo? É aquela coisa do - o que você tem a direita é sua unica arma numa infestação de zumbi,- no meu caso foi uma guitarra, mas nem todos tem essa sorte. Bastões são uma boa pedida, mas tem gente mais preparada tipo esse aqui... Ou esse aqui:  Bom eu escolheria ser um animal, pois já notaram que na maioria de casos os mesmos são totalmente ignorados pelos nossos amigos caindo-aos-pedaços? Bom, pelo menos eu tenho certeza de uma coisa, mesmo que eles venham a se alimentar de animais, são poucos os que realmente os transformam em animais-zumbis...Só sei que gostei desse gato-zumbi Até galera... quem gostar da follow no twitter (@emcasodezumbi) ou curti ou comenta ou segue ae, Valeu =D  Tenha sempre uma arma de curta distancia por perto para poder afasta-los quando chegarem muito perto.","Animais,Armas,Sobrevivencia",0.0,2011-05-12 04:24:00,2011.0,6,152,13.818181818181818,3.0,16.0,"['Vocês tem armamento ou pelo menos algo pra se defenderem consigo?', 'É aquela coisa do - o que você tem a direita é sua unica arma numa infestação de zumbi,- no meu caso foi uma guitarra, mas nem todos tem essa sorte.', 'Bom, pelo menos eu tenho certeza de uma coisa, mesmo que eles venham a se alimentar de animais, são poucos os que realmente os transformam em animais-zumbis...Só sei que gostei desse gato-zumbi Até galera... quem gostar da follow no twitter (@emcasodezumbi) ou curti ou comenta ou segue ae, Valeu =D  Tenha sempre uma arma de curta distancia por perto para poder afasta-los quando chegarem muito perto.', 'Bastões são uma boa pedida, mas tem gente mais preparada tipo esse aqui...\xa0Ou esse aqui:  Bom eu escolheria ser um animal, pois já notaram que na maioria de casos os mesmos são totalmente ignorados pelos nossos amigos caindo-aos-pedaços?']",3.0,16.0
2265,105316,335266,797927,797927,797927,1.863987714978749e+18,4.465855349201138e+17,12150903117349868817,2012-02-03T16:39:00-08:00,"Blog abandonado... Tempo, tempo, tempo...","Tem tanta coisa pra falar, comentar, reclamar, comemorar, sonhar, pensar, calar! Ufa, que nem sei por onde começar!! Analisando meu blog, vi que só fiz dois posts depois que Tomás nasceu! Pois é, tempo é mesmo ouro na minha vida! Mas ele tá sendo bem gasto. A maternidade é mesmo uma avalanche na vida da gente, falo de nós dois, porque são as partes mais envolvidas. É uma avalanche de mudança, de dentro e de fora! Agora somos três e às vezes parecemos cem, de tão intenso que é isso tudo! Confesso que me entreguei mesmo a maternidade, sem culpa, sem receios, com alguns medos, inseguranças, normal! E só agora começo a sair do casulo junto com meu pimpolho, porque ele também tá mais preparado e assim, ambos nos sentimos seguros!  Até os 5 meses, fiz pouca coisa da faculdade e vida social quase foi a zero! Foi mesmo intenso com o bebê e com a família, mas passou tão rápido e é sempre tão bom que só depois desse tempo é que me lembrei que existe vida após o bebê. Acho que fiz isso meio que de propósito, meio que por necessidade. Propósito porque quando pensava em ser mãe, pensava mais ou menos assim, queria tá muito envolvida, dedicando, sem lembrar se é sábado ou terça à noite. Apesar de que vez por outra batia uma nostalgia da vida boemia, não vou mentir. Mas logo, logo passava... Imergi nesse mundo, fui conversar com outros pais, entrei com tudo no universo do bebê!! E que universo rico e grandioso viu? E quando me peguei, pronto, sou mesmo outra pessoa-mãe!! Não tem mais como desvincular!! E mesmo sofrendo de um cansaço constante, dores nas costas e sono eterno, a felicidade de estar com Tomás é tanta que tudo isso vai sendo superado!  Agora, ele com quase 7 meses, e como já falei, tou tentando aos poucos sair do casulo, esticar um pouco esse cordão umbilical porque já começo a sentir falta de estar mais com os amigos, dá uma saidinha à noite, sair como casal, sabe? Ir ao cinema e comprar pipoca, ou seja, encaixar a vida normal  de antes na vida de nós três. Mas temos feito programas ótimos em família, aliás, desde os 3 meses dele que já fazemos, até porque Tomás é bem disposto desde pequenininho, gosta de observar tudo de novo e pouca coisa o incomoda! Aproveitei o começo do ano para criar novas metas, sempre fiz isso, até as escrevo, muitas as cumpro e lembro sim durante o ano, outras ficam no papel. Esse ano a principal é a dedicação a pesquisa do mestrado e a tentar me inserir no mercado das Faculdades. Outra é voltar a estudar inglês, já estou vendo cursinhos... E, enquanto isso, vou fazendo aquela ginástica com a empregada de casa para sobrar um tempinho que ela possa ficar com Tomás e eu consiga estudar. Essa semana consegui algumas horinhas. Essa é minha nova rotina, aos poucos, cambaleando, vamos encontrando uma nova trilha, uma nova maneira de viver, de não deixar que coisas que gostávamos de antes fiquem no limbo. Estamos indo lá de vez em quando resgatar alguma coisa. O companheiro tá sendo essencial nesses resgates! E agora, tudo tem um outro sabor com o mais novo integrante dessa família que acaba de se formar...","familia,Tomás",1.0,2012-02-04 00:39:00,2012.0,5,555,25.22727272727273,9.0,44.0,"['Analisando meu blog, vi que só fiz dois posts depois que Tomás nasceu!', 'Propósito porque quando pensava em ser mãe, pensava mais ou menos assim, queria tá muito envolvida, dedicando, sem lembrar se é sábado ou terça à noite.', 'Confesso que me entreguei mesmo a maternidade, sem culpa, sem receios, com alguns medos, inseguranças, normal!', 'Outra é voltar a estudar inglês, já estou vendo cursinhos... E, enquanto isso, vou fazendo aquela ginástica com a empregada de casa para sobrar um tempinho que ela possa ficar com Tomás e eu consiga estudar.', 'Ufa, que nem sei por onde começar!!']",3.0,8.0
2763,144322,460204,1092493,1092493,1092493,2.1816186430435366e+17,1.9455766891208328e+18,11121477865845788135,2012-07-29T18:08:00-07:00,Volta às aulas...,                  Aulas voltando e eu a todo vapor ...este caderno fiz para minha grande amiga Rose ....2º semestre ai vamos nós....ficou lindo e eu amei fazer ....                   Espero que ela também goste ...                                   Esta semana vai ser muita correria pois volto a trabalhar...estou planejando pelo menos uma hora por dia fazer minhas encomendas e ver se também faço algumas coisinhas extras para colocar na loja do meu marido ....o modelito da ursinha foi baseado no próximo curso virtual da Leskka que eu vou fazer assim que começar as inscrições ...                            Bjs meninas e essa semana irei postar mais coisinhas que estão saindo do forno... ,"☆Capas de caderno☆,2012...",0.0,2012-07-30 01:08:00,2012.0,3,102,3.2903225806451615,6.0,4.0,['\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 Aulas voltando e eu a todo vapor ...este caderno fiz para minha grande amiga Rose ....2º semestre ai vamos nós....ficou lindo e eu amei fazer .... \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 Espero que ela também goste ...         \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 Esta semana vai ser muita correria pois volto a trabalhar...estou planejando pelo menos uma hora por dia fazer minhas encomendas e ver se também faço algumas coisinhas extras para colocar na loja do meu marido ....o\xa0modelito\xa0da\xa0ursinha\xa0foi baseado no\xa0próximo\xa0curso virtual da Leskka que eu vou fazer assim que começar as inscrições ... \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0Bjs meninas e essa semana irei postar mais coisinhas que estão saindo do forno...'],6.0,4.0
951,65211,207710,493124,493124,493124,1.5344297433846152e+18,2.1110982259538383e+18,09481275365943558510,2010-03-25T08:55:00-07:00,O Sonho da Beeeee,"AêêÊ, até que enfimmmm (desabafa bilús), um bofe MÁRAAA pra estreiar nesta poooourra.(pxxxiu Boa Tarde heinn) Queriiidas ameeegues.irmãs se tem uma coisa que a Ana Wintor-eu- (?) aqui adóóóóra mais que 'magreza, maquiagem  shóóps' é aquele bofee babaaaaado.escândalooo.nécudoE pra estreiar aqui noBílus Pop...A Jujúúúú escolheu a dedooeste cafuçúú aquido ladopras senhoras bateremaquele boolo (punheta)...  'As amapôs do blog podem fazeraquela sirí bem linndá tbm , viu !?!  Enfimmm... Julian Vincenzo (meu futuro marido...já até pagou o dote pra papai..e que DOTE)Já posso escutar as senhorasfalando: Ahh tá e no meu cú nadané fía !?!!  ...Enfim...depois desse baphoo tododo meu cú,do cú de vocês;Vamos ao que interessa;  Olha a Preview do Bofe aqui bilússAs senhoras podem vê a neca.power.gigade Juliann nesse link AQUI.  Tão todas molhadas né piraanhas(a Júú aaama vocês tá)Eu também gritei Genéééésio, cadêMadonna !.!.! Olha isso, úúúúúúúúh tetêê...Isso na minha camadaria baphoooo,fala vocês irmãss...(na rua, na moita, no banheiro, no carro, qualquerlugar...e MUITO.FRANCA..ASSUMIDA )    (Ahhh, sou uma bee honesta etava fuçando por aí  e fui catá o bofelá no Maxegatos, elzeie se quiserem ver maisvão lá buniiitás) A Júú termina esse post por aqui e...A propósito o blog tá ficando babaaado né bilús...A Jú agradece a todas e a todos...e ao Candy tambémmmnovo colaborador aqui do bloguiiiiibeijoss Candyy, beijosss BilússEu vo lá trocá meu módixx... Desculpe eu sou feminina e desceu pra mim ;)    Obrigadaaaaaa bilúús..me.ligããããã !",bofe_nú,0.0,2010-03-25 15:55:00,2010.0,4,248,4.428571428571429,9.0,6.0,"[""aqui adóóóóra mais que 'magreza,\xa0maquiagem  shóóps' é aquele\xa0bofee babaaaaado.escândalooo.nécudoE pra estreiar aqui noBílus Pop...A Jujúúúú escolheu a dedooeste cafuçúú aquido ladopras senhoras bateremaquele boolo (punheta)...  'As amapôs do blog podem fazeraquela sirí bem linndá tbm , viu !?!"", 'Tão todas molhadas\xa0né piraanhas(a Júú aaama vocês tá)Eu também gritei Genéééésio, cadêMadonna !.!.!', '...Enfim...depois desse baphoo tododo meu cú,do cú de vocês;Vamos ao que interessa;  Olha a Preview do Bofe aqui bilússAs senhoras podem vê a\xa0neca.power.gigade Juliann nesse link\xa0AQUI.', 'Enfimmm... Julian Vincenzo (meu futuro marido...já até pagou o dote pra papai..e que DOTE)Já posso escutar as senhorasfalando: Ahh tá e no meu cú nadané fía !?!!', 'Olha isso, úúúúúúúúh tetêê...Isso na minha camadaria baphoooo,fala vocês irmãss...(na rua, na moita, no banheiro, no carro, qualquerlugar...e MUITO.FRANCA..ASSUMIDA )\xa0   (Ahhh, sou uma bee honesta etava fuçando por aí\xa0 e fui catá o bofelá no Maxegatos, elzeie se quiserem ver maisvão lá buniiitás) A Júú termina esse post por aqui e...A propósito o blog tá ficando\xa0babaaado né bilús...A Jú agradece a todas e a todos...e ao Candy tambémmmnovo colaborador aqui do bloguiiiiibeijoss Candyy, beijosss BilússEu vo lá trocá meu módixx... Desculpe eu sou feminina e desceu pra mim ;)\xa0   Obrigadaaaaaa bilúús..me.ligããããã !']",8.0,6.0
